descmarca,producto,descrip,claseprod,preciosiva
PERFECTO AUTOMOT. A PEDI,AUT4002,ABRAZADERA SCANIA C/I 20 MM 1439822,PESOS,"8311,41"
PERFECTO AUTOMOT. A PEDI,AUT4001,ABRAZADERA SCANIA C/I 20 MM 1445398,PESOS,"9789,99"
PERFECTO AUTOMOT. A PEDI,AUT4003,ABRAZADERA SCANIA C/I 24 MM 1422474,PESOS,"11515,75"
PERFECTO AUTOMOT. A PEDI,AUT4004,ABRAZADERA SCANIA C/I 24 MM 1439824,PESOS,"9793,29"
PERFECTO AUTOMOT. A PEDI,AUT7001,ABRAZADERA TRAK  13.3,PESOS,"166,72"
PERFECTO AUTOMOT. A PEDI,AUT7002,ABRAZADERA TRAK  14.5,PESOS,"166,83"
PERFECTO AUTOMOT. A PEDI,AUT7003,ABRAZADERA TRAK  14.8,PESOS,"166,83"
PERFECTO AUTOMOT. A PEDI,AUT7004,ABRAZADERA TRAK  15.7,PESOS,"166,83"
PERFECTO AUTOMOT. A PEDI,AUT7005,ABRAZADERA TRAK  17.0,PESOS,"166,83"
PERFECTO AUTOMOT. A PEDI,AUT7006,ABRAZADERA TRAK  19.8,PESOS,"179,86"
PERFECTO AUTOMOT. A PEDI,AUT7007,ABRAZADERA TRAK  21.0,PESOS,"186,72"
PERFECTO AUTOMOT. A PEDI,AUT7008,ABRAZADERA TRAK  24.0,PESOS,"208,85"
PERFECTO AUTOMOT. A PEDI,AUT7009,ABRAZADERA TRAK  26.0,PESOS,"208,85"
PERFECTO AUTOMOT. A PEDI,AUT7010,ABRAZADERA TRAK  28.0,PESOS,"208,85"
PERFECTO AUTOMOT. A PEDI,AUT7011,ABRAZADERA TRAK  31.5,PESOS,"210,28"
PERFECTO AUTOMOT. A PEDI,AUT7012,ABRAZADERA TRAK  32.8,PESOS,"210,28"
PERFECTO AUTOMOT. A PEDI,AUT7013,ABRAZADERA TRAK  36.5,PESOS,"210,28"
PERFECTO AUTOMOT. A PEDI,AUT7014,ABRAZADERA TRAK  41.0,PESOS,"230,29"
PERFECTO AUTOMOT. A PEDI,AUT7015,ABRAZADERA TRAK  46.0,PESOS,"230,29"
PERFECTO AUTOMOT. A PEDI,AUT7016,ABRAZADERA TRAK  50.4,PESOS,"234,02"
PERFECTO AUTOMOT. A PEDI,AUT7017,ABRAZADERA TRAK  52.0,PESOS,"244,06"
PERFECTO AUTOMOT. A PEDI,AUT7018,ABRAZADERA TRAK  56.0,PESOS,"244,06"
PERFECTO AUTOMOT. A PEDI,AUT7019,ABRAZADERA TRAK  58.0,PESOS,"244,06"
PERFECTO AUTOMOT. A PEDI,AUT7020,ABRAZADERA TRAK  62.0,PESOS,"265,16"
PERFECTO AUTOMOT. A PEDI,AUT9021,ABRAZADERA TRAK  67.0,PESOS,"271,79"
PERFECTO AUTOMOT. A PEDI,AUT7022,ABRAZADERA TRAK  71.0,PESOS,"274,01"
PERFECTO AUTOMOT. A PEDI,AUT7023,ABRAZADERA TRAK  78.5,PESOS,"286,09"
PERFECTO AUTOMOT. A PEDI,AUT7024,ABRAZADERA TRAK  83.0,PESOS,"305,05"
PERFECTO AUTOMOT. A PEDI,AUT7025,ABRAZADERA TRAK  87.5,PESOS,"363,33"
PERFECTO AUTOMOT. A PEDI,AUT7026,ABRAZADERA TRAK  92.5,PESOS,"422,93"
PERFECTO AUTOMOT. A PEDI,AUT7027,ABRAZADERA TRAK  95.2,PESOS,"446,29"
PERFECTO AUTOMOT. A PEDI,AUT7028,ABRAZADERA TRAK 100.0,PESOS,"481,11"
PERFECTO AUTOMOT. A PEDI,AUT7029,ABRAZADERA TRAK 105.0,PESOS,"507,8"
PERFECTO AUTOMOT. A PEDI,AUT7030,ABRAZADERA TRAK 125.0,PESOS,"558,44"
PERFECTO.,ERF0485,ABRAZADERA TRAK 36.5 F7 430,PESOS,"210,28"
PERFECTO.,ERF0810,ABRAZADERA TYT 9 MM  8-10 MM  9 ( 100 ),PESOS,"124,54"
PERFECTO.,ERF911,ABRAZADERA TYT 9 MM  9-11 MM 10 ( 100 ),PESOS,"124,54"
PERFECTO.,ERF1012,ABRAZADERA TYT 9 MM 10-12 MM 11 GAS ( 100 ),PESOS,"124,54"
PERFECTO.,ERF1113,ABRAZADERA TYT 9 MM 11-13 MM 12 ( 100 ),PESOS,"124,54"
PERFECTO.,ERF1214,ABRAZADERA TYT 9 MM 12-14 MM 13 GAS ( 100 ),PESOS,"129,57"
PERFECTO.,ERF1315,ABRAZADERA TYT 9 MM 13-15 MM 14 ( 100 ),PESOS,"129,57"
PERFECTO.,ERF1416,ABRAZADERA TYT 9 MM 14-16 MM 15 GAS ( 100 ),PESOS,"129,57"
PERFECTO.,ERF1518,ABRAZADERA TYT 9 MM 15-18 MM 16 ( 100 ),PESOS,"129,57"
PERFECTO.,ERF6112,ABRAZADERA U BOLT 1/4 PARA CAÃ‘O DE  1/2( 50,PESOS,"166,46"
PERFECTO.,ERF6134,ABRAZADERA U BOLT 1/4 PARA CAÃ‘O DE  3/4( 50,PESOS,"166,46"
PERFECTO.,ERF611,ABRAZADERA U BOLT 1/4 PARA CAÃ‘O DE 1  ( 50 ),PESOS,"172,36"
PERFECTO.,ERF6114,ABRAZADERA U BOLT 1/4 PARA CAÃ‘O DE 1  1/4 (5,PESOS,"187,26"
PERFECTO.,ERF6111,ABRAZADERA U BOLT 1/4 PARA CAÃ‘O DE 1 1/2 (50,PESOS,"187,26"
PERFECTO.,ERF612,ABRAZADERA U BOLT 1/4 PARA CAÃ‘O DE 2  ( 50 ),PESOS,"230,18"
PERFECTO.,ERF6121,ABRAZADERA U BOLT 1/4 PARA CAÃ‘O DE 2 1/2 (30,PESOS,"240,58"
PERFECTO.,ERF613,ABRAZADERA U BOLT 1/4 PARA CAÃ‘O DE 3 (30),PESOS,"271,79"
PERFECTO.,ERF614,ABRAZADERA U BOLT 1/4 PARA CAÃ‘O DE 4 (30),PESOS,"315,38"
PERFECTO.,ERF631,ABRAZADERA U BOLT 3/8  PARA CAÃ‘O DE  1  (30),PESOS,"386,22"
PERFECTO.,ERF6314,ABRAZADERA U BOLT 3/8  PARA CAÃ‘O DE 1  1/4(3,PESOS,"422,62"
PERFECTO.,ERF6311,ABRAZADERA U BOLT 3/8  PARA CAÃ‘O DE 1 1/2 (3,PESOS,"446,03"
PERFECTO.,ERF632,ABRAZADERA U BOLT 3/8  PARA CAÃ‘O DE 2 (20),PESOS,"488,34"
PERFECTO.,ERF6321,ABRAZADERA U BOLT 3/8  PARA CAÃ‘O DE 2 1/2 (2,PESOS,"532,53"
PERFECTO.,ERF633,ABRAZADERA U BOLT 3/8  PARA CAÃ‘O DE 3 (20),PESOS,"591,09"
PERFECTO.,ERF634,ABRAZADERA U BOLT 3/8  PARA CAÃ‘O DE 4 (20),PESOS,"689,2"
PERFECTO.,ERF6534,ABRAZADERA U BOLT 5/16 PARA CAÃ‘O DE  3/4 (50,PESOS,"298,3"
PERFECTO.,ERF651,ABRAZADERA U BOLT 5/16 PARA CAÃ‘O DE 1   (50),PESOS,"304,93"
PERFECTO.,ERF6514,ABRAZADERA U BOLT 5/16 PARA CAÃ‘O DE 1  1/4(5,PESOS,"328,44"
PERFECTO.,ERF6511,ABRAZADERA U BOLT 5/16 PARA CAÃ‘O DE 1 1/2 (5,PESOS,"344,6"
PERFECTO.,ERF652,ABRAZADERA U BOLT 5/16 PARA CAÃ‘O DE 2 (50),PESOS,"363,5"
PERFECTO.,ERF6521,ABRAZADERA U BOLT 5/16 PARA CAÃ‘O DE 2 1/2 (3,PESOS,"408,32"
PERFECTO.,ERF653,ABRAZADERA U BOLT 5/16 PARA CAÃ‘O DE 3 (30),PESOS,"451,24"
PERFECTO.,ERF654,ABRAZADERA U BOLT 5/16 PARA CAÃ‘O DE 4 (30),PESOS,"509,24"
PERFECTO,PEF0810_SA,ABRAZADERAS  8-10 T/T,PESOS,"117,6"
PERFECTO,PEF0816_SA,ABRAZADERAS  8-16/9MM.,PESOS,"180,08"
PERFECTO,PEF1012_SA,ABRAZADERAS 10-12 T/T,PESOS,"117,6"
PERFECTO,PEF1016_SA,ABRAZADERAS 10-16/7,PESOS,"176,8"
PERFECTO,PEF100120/1_SA,ABRAZADERAS 100-120/12,PESOS,"405,52"
PERFECTO,PEF110130/1_SA,ABRAZADERAS 110-130/12,PESOS,"433,68"
PERFECTO,PEF1214_SA,ABRAZADERAS 12-14 T/T,PESOS,"121,28"
PERFECTO,PEF12221_SA,ABRAZADERAS 12-22/12MM,PESOS,"220,52"
PERFECTO,PEF1222_SA,ABRAZADERAS 12-22/9MM.,PESOS,"182,54"
PERFECTO,PEF120140/1_SA,ABRAZADERAS 120-140/1,PESOS,"454,52"
PERFECTO,PEF1416_SA,ABRAZADERAS 14-16 T/T,PESOS,"121,28"
PERFECTO,PEF1518_SA,ABRAZADERAS 15-18 T/T,PESOS,"121,28"
PERFECTO,PEF16271_SA,ABRAZADERAS 16-27/12MM,PESOS,"230,32"
PERFECTO,PEF1627_SA,ABRAZADERAS 16-27/9MM.,PESOS,"186,22"
PERFECTO,PEF23351_SA,ABRAZADERAS 23-35/12MM.,PESOS,"246,24"
PERFECTO,PEF2335_SA,ABRAZADERAS 23-35/9MM.,PESOS,"197,24"
PERFECTO,PEF30451_SA,ABRAZADERAS 30-45/12MM.,PESOS,"249,92"
PERFECTO,PEF3045_SA,ABRAZADERAS 30-45/9MM.,PESOS,"204,6"
PERFECTO,PEF32501_SA,ABRAZADERAS 32-50/12MM.,PESOS,"257,28"
PERFECTO,PEF3250_SA,ABRAZADERAS 32-50/9MM.,PESOS,"220,52"
PERFECTO,PEF40601_SA,ABRAZADERAS 40-60/12MM.,PESOS,"284,22"
PERFECTO,PEF4060_SA,ABRAZADERAS 40-60/9MM.,PESOS,"232,76"
PERFECTO,PEF50701_SA,ABRAZADERAS 50-70/12MM.,PESOS,"287,9"
PERFECTO,PEF5070_SA,ABRAZADERAS 50-70/9MM.,PESOS,"249,92"
PERFECTO,PEF60801_SA,ABRAZADERAS 60-80/12MM.,PESOS,"308,72"
PERFECTO,PEF6080_SA,ABRAZADERAS 60-80/9MM.,PESOS,"256,04"
PERFECTO,PEF7090_SA,ABRAZADERAS 70-90/9MM,PESOS,283
PERFECTO,PEF0812_SA,ABRAZADERAS 8-12/7MM.,PESOS,"171,04"
PERFECTO,PEF80100/1_SA,ABRAZADERAS 80-100/12MM.,PESOS,"377,34"
PERFECTO,PEF80100_SA,ABRAZADERAS 80-100/9MM.,PESOS,"298,92"
PERFECTO,PEF1728_SA,ABRAZADERAS CIERRE RAP 17-28,PESOS,"182,54"
PERFECTO,PEF2535_SA,ABRAZADERAS CIERRE RAPIDO 25-35,PESOS,"186,22"
PERFECTO,PEF4052_SA,ABRAZADERAS CIERRE RAPIDO 40-52,PESOS,"220,52"
REPUESTOS PARA SIFONES,RS07_ML,ABRAZADERAS METÁLICAS PARA SIFÓN,PESOS,"299,05"
PERFECTO,PEF1113_SA,ABRAZADERAS TT 11-13,PESOS,"113,6"
PERFECTO,PEF1315_SA,ABRAZADERAS TT 13-15,PESOS,"121,28"
PERFECTO,PEF0911_SA,ABRAZADERAS TT 9-11,PESOS,"117,6"
,MAZZU89,ACCES.P/SOLDADORES MART DE COBRE 140GRS,,"2867,31"
,MAZZU34,ACCES.P/SOLDADORES MART DE COBRE 70GRS,,"1744,73"
SIFOLIMP,SIF0039_SA,ACCESORIO PARA BAñO BLANCO 5 PIEZAS,PESOS,0
SIFOLIMP,SIF0040_SA,ACCESORIO PARA BAñO BLANCO 7 PIEZAS,PESOS,0
SIFOLIMP,SIF0041_SA,ACCESORIO PARA BAñO CROMO 7 PIEZAS,PESOS,0
PLASTIRRABIT,40050_PR,ACCESORIOS DE PILETA BARRA ALUMINIO,PESOS,"1207,61"
PLASTIRRABIT,40060_PR,ACCESORIOS DE PILETA PALETA SACA HOJAS,PESOS,"768,82"
ALIGAS.,ALI382,ACCESORIOS PARA BAÃ‘O 5 PIEZAS,PESOS,"10091,39"
ACEITEX,ACE0003_SA,ACEITE DESOX. AF. TUERCA 100CM.,PESOS,0
MAX10,MAX9360,ACEITE LUBRICANTE ULTRA REFINADO 100 CM,PESOS,100
SANOGASS.,ANO0020,ACEITE PARA ROSCAR DE 1000 CC,PESOS,"6796,64"
SANOGASS.,ANO0021,ACEITE PARA ROSCAR DE 5000 CC,PESOS,"27518,03"
ACEITEX,ACE0001_SA,ACEITE X 110 CM3.,PESOS,255
LLUSA,LLU0001_SA,ACEITERA FUELLE,PESOS,"820,06"
LLUSA,LLU0002_SA,ACEITERA LISA,PESOS,"820,06"
LLUSA,LLU1125_SA,ACEITERA METAL PF 400CC.,PESOS,"3896,66"
LLUSA,LLU1150_SA,ACEITERA METAL PF 600CC.,PESOS,"4460,5"
LLUSA,LLU1025_SA,ACEITERA METAL PR 400CC.,PESOS,"3689,24"
LLUSA,LLU1050_SA,ACEITERA METAL PR 600CC.,PESOS,"3966,02"
LLUSA.,LLU350,ACEITERA METALICA PICO FIJO DE 400 CC.,PESOS,"3884,75"
LLUSA.,LLU650,ACEITERA METALICA PICO FIJO DE 600 CC.,PESOS,"4176,17"
LLUSA.,LLU351,ACEITERA METALICA PICO MOVIL DE 400 CC.,PESOS,"4092,59"
LLUSA.,LLU5551,ACEITERA METALICA PICO MOVIL DE 500 CC.,PESOS,"4240,18"
LLUSA.,LLU651,ACEITERA METALICA PICO MOVIL DE 600 CC.,PESOS,"4696,85"
LLUSA,LLU0125_SA,ACEITERA PLAST. PF 250CC.,PESOS,"2407,28"
LLUSA,LLU0150_SA,ACEITERA PLAST. PF 500CC.,PESOS,"2441,88"
LLUSA,LLU0025_SA,ACEITERA PLAST. PR 250CC.,PESOS,"1975,88"
LLUSA,LLU0050_SA,ACEITERA PLAST. PR 500CC.,PESOS,"2407,28"
LLUSA.,LLU6,ACEITERA PLAST.A FUELLE ECONOMICA.,PESOS,"863,51"
LLUSA.,LLU7,ACEITERA PLAST.LISA ECONOMICA.,PESOS,"863,51"
LLUSA.,LLU250,ACEITERA PLAST.PICO FIJO DE 250 CC.,PESOS,"2080,58"
LLUSA.,LLU500,ACEITERA PLAST.PICO FIJO DE 500 CC.,PESOS,"2534,83"
LLUSA.,LLU504,ACEITERA PLAST.PICO FIJO DE 500 CC. C/GAT.,PESOS,"2395,52"
LLUSA.,LLU251,ACEITERA PLAST.PICO MOVIL DE 250 CC.,PESOS,"2534,83"
LLUSA.,LLU501,ACEITERA PLAST.PICO MOVIL DE 500 CC.,PESOS,"2571,26"
LLUSA.,LLU503,ACEITERA PLAST.PICO MOVIL DE 500 CC. C/GAT,PESOS,"2541,79"
ACEITEX,ACE0002_SA,ACEITODO  X 100CM3.,PESOS,"216,52"
ACEITEX,ACE0133_SA,ACEITODO AEROSOL MULTIUSO 135CM3,PESOS,"400,48"
ACEITEX,ACE0134_SA,ACEITODO AEROSOL MULTIUSO 220CM3,PESOS,"600,38"
ACEITEX,ACE0135_SA,ACEITODO AEROSOL MULTIUSO 400CM3,PESOS,"750,48"
TRAMONTINA,TRA5060,ACOP. RAP. P/ MANGUERA DE 1/2 C/AQUASTOP,PESOS,"313,46"
TRAMONTINA,TRA5066,ACOP. RAP. P/ MANGUERA DE 3/4 C/AQUASTOP,PESOS,"1237,36"
DUKE,DUK0415_SA,ACOPLE COMP A CODO 1/2,PESOS,"605,62"
DUKE,DUK0423_SA,ACOPLE COMP CODO 3/4,PESOS,"748,72"
DUKE,DUK0414_SA,ACOPLE COMP LAGRO 10CM 1/2,PESOS,"582,86"
DUKE,DUK0421_SA,ACOPLE COMP LARGO 10CM DE 3/4,PESOS,"720,46"
DUKE,DUK0426_SA,ACOPLE COMP REDUCTOR 1,PESOS,0
DUKE,DUK0422_SA,ACOPLE COMP REDUCTOR 3/4 A 1/2,PESOS,"720,46"
DUKE,DUK0416_SA,ACOPLE COMP T DE 1/2,PESOS,"860,38"
DUKE,DUK0424_SA,ACOPLE COMP T DE 3/4,PESOS,"967,98"
DUKE,DUK0425_SA,ACOPLE COMPRESION DE 1,PESOS,0
DUKE,DUK0438_SA,ACOPLE COMPRESION DE 1 1/2,PESOS,0
DUKE,DUK0432_SA,ACOPLE COMPRESION DE 1 1/4,PESOS,0
DUKE,DUK0412_SA,ACOPLE COMPRESION DE 1/2,PESOS,"440,8"
DUKE,DUK0450_SA,ACOPLE COMPRESION DE 2,PESOS,0
DUKE,DUK0419_SA,ACOPLE COMPRESION DE 3/4,PESOS,"549,06"
DUKE,DUK0413_SA,ACOPLE COMPRESION PROF. DE 1/2,PESOS,"504,66"
DUKE,DUK0420_SA,ACOPLE COMPRESION PROF. DE 3/4,PESOS,"623,84"
DUKE.,DUK7512,"ACOPLE DE COMPRESION   1/2"" ""T"" TRABA MECAN",PESOS,"872,9"
DUKE.,DUK7312,"ACOPLE DE COMPRESION   1/2"" CODO TRABA MEC",PESOS,"614,43"
DUKE.,DUK7212,"ACOPLE DE COMPRESION   1/2"" LARGO TRABA MEC",PESOS,"591,34"
DUKE.,DUK912,"ACOPLE DE COMPRESION   1/2"" PROFESIONAL101P",PESOS,"449,23"
DUKE.,DUK7012,"ACOPLE DE COMPRESION   1/2"" TRABA MECANICA",PESOS,"537,59"
DUKE.,DUK7531,"ACOPLE DE COMPRESION   1/2-3/4 ""T"" REDUC TM",PESOS,"982,07"
DUKE.,DUK7412,ACOPLE DE COMPRESION   1/2-3/4 REDUC TRA MEC,PESOS,"730,93"
DUKE.,DUK7234,ACOPLE DE COMPRESION   3/4 LARGO TRABA MEC,PESOS,"730,93"
DUKE.,DUK7534,"ACOPLE DE COMPRESION   3/4"" ""T"" TRABA MECAN",PESOS,"982,07"
DUKE.,DUK1934,"ACOPLE DE COMPRESION   3/4"" CODO TRABA MEC",PESOS,"759,62"
DUKE.,DUK934,"ACOPLE DE COMPRESION   3/4"" PROFESIONAL 102P",PESOS,"555,34"
DUKE.,DUK7034,"ACOPLE DE COMPRESION   3/4"" TRABA MECANICA",PESOS,"664,72"
DUKE.,DUK7434,"ACOPLE DE COMPRESION   3/4-1"" REDUC TRAB MEC",PESOS,"867,35"
DUKE.,DUK5112,ACOPLE DE COMPRESION  1 1/2 P/CAÃ‘O PVC 105,PESOS,"2524,33"
DUKE.,DUK5114,ACOPLE DE COMPRESION  1 1/4 P/CAÃ‘O PVC 104,PESOS,"2032,81"
DUKE.,DUK51,"ACOPLE DE COMPRESION  1""  P/CAÃ‘O PVC. 103",PESOS,"812,57"
DUKE.,DUK5212,"ACOPLE DE COMPRESION  2 1/2"" P/CAÃ‘O PVC",PESOS,"7874,76"
DUKE.,DUK52,"ACOPLE DE COMPRESION  2""  P/CAÃ‘O PVC",PESOS,"3118,59"
ACOPLES PLASTICOS DE COMPRESIO,ACO02_ML,ACOPLE DE COMPRESIÓN P/CAÑO  1/2,PESOS,"741,94"
ACOPLES PLASTICOS DE COMPRESIO,ACO22_ML,ACOPLE DE COMPRESIÓN P/CAÑO  1/2 (PROFESIONAL),PESOS,"818,53"
ACOPLES PLASTICOS DE COMPRESIO,ACO03_ML,ACOPLE DE COMPRESIÓN P/CAÑO  3/4,PESOS,"1078,74"
ACOPLES PLASTICOS DE COMPRESIO,ACO23_ML,ACOPLE DE COMPRESIÓN P/CAÑO  3/4 (PROFESIONAL),PESOS,"1204,81"
ACOPLES PLASTICOS DE COMPRESIO,ACO04_ML,ACOPLE DE COMPRESIÓN P/CAÑO 1,PESOS,"1435,15"
ACOPLES PLASTICOS DE COMPRESIO,ACO05_ML,ACOPLE DE COMPRESIÓN P/CAÑO 1¼,PESOS,"1793,9"
ACOPLES PLASTICOS DE COMPRESIO,ACO06_ML,ACOPLE DE COMPRESIÓN P/CAÑO 1½,PESOS,"2329,87"
ACOPLES PLASTICOS DE COMPRESIO,ACO07_ML,ACOPLE DE COMPRESIÓN P/CAÑO 2,PESOS,"3220,42"
ACOPLES PLASTICOS DE COMPRESIO,ACO08_ML,ACOPLE DE COMPRESIÓN P/CAÑO 2½,PESOS,"7035,49"
ACOPLES PLASTICOS DE COMPRESIO,ACO09_ML,ACOPLE DE COMPRESIÓN P/CAÑO 3,PESOS,"9284,02"
ACOPLES PLASTICOS DE COMPRESIO,ACO10_ML,ACOPLE DE COMPRESIÓN P/CAÑO 4,PESOS,"12433,33"
ACOPLES PLASTICOS DE COMPRESIO,ACO11_ML,ACOPLE DE COMPRESIÓN P/CAÑO 6,PESOS,"29206,38"
ACOPLES PLASTICOS DE COMPRESIO,ACO12_ML,ACOPLE DE COMPRESIÓN P/CAÑO 8,PESOS,"86667,15"
ACOPLES RAPIDOS.,ACO3842,ACOPLE RAP 3/8 MANG 1/2 002-42,PESOS,"4143,41"
MARTINEZ BELLO,M B0201_SA,ACOPLE RAPIDO,PESOS,"2614,04"
ACOPLES RAPIDOS.,ACO0300,ACOPLE RAPIDO 1/2 RH 1/2 BSP S/PTA 003-00,PESOS,"6668,51"
MARTINEZ BELLO,M B0205_SA,ACOPLE RAPIDO 1/4 BCE. POLLERA Y PERNO ACERO,PESOS,0
MICROGAS.,MIC03,"ACOPLE RAPIDO 1/4"" A BOLILLA MEC BRONCE",PESOS,"2337,62"
ACOPLES RAPIDOS.,ACO1413,"ACOPLE RAPIDO 1/4"" MANGUERA 1/2""  001-13",PESOS,"2621,45"
ACOPLES RAPIDOS.,ACO014,"ACOPLE RAPIDO 1/4"" MECANISMO DE BRONCE",PESOS,"2023,9"
ACOPLES RAPIDOS.,ACO14,"ACOPLE RAPIDO 1/4"" ROSCA H 1/4 CON PUNTA 1-50",PESOS,"1728,19"
ACOPLES RAPIDOS.,ACO1401,"ACOPLE RAPIDO 1/4"" ROSCA H 1/4 SIN PUNTA 1-01",PESOS,"1705,43"
ACOPLES RAPIDOS.,ACO1406,"ACOPLE RAPIDO 1/4"" ROSCA M 1/4 BSPT 001-06",PESOS,"2152,86"
ACOPLES RAPIDOS.,ACO0330,ACOPLE RAPIDO 3/4 RH 3/4 BSP S/PTA 003-30,PESOS,11692
IMPORTADO. DOLARIZADO,IMP3123,"ACOPLE RAPIDO 3/4"" C/STOP",DOLARIZADO,"4,05"
ACOPLES RAPIDOS.,ACO38,ACOPLE RAPIDO 3/8 RH 3/8 BSP S/PTA 002-30,PESOS,"3260,89"
ACOPLES RAPIDOS.,ACO381,"ACOPLE RAPIDO 3/8"" PTA SALIDA MANGUERA 3/8",PESOS,"4143,41"
EL PARQUE,ELP44,ACOPLE RAPIDO DE 1/2 CON VALVULA,PESOS,"392,27"
EL PARQUE,ELP49,ACOPLE RAPIDO DE 3/4 CON VALVULA,PESOS,"432,56"
EL ABUELO,ELA13111_SA,ACOPLE RAPIDO MACHO 1/2,PESOS,"235,34"
TRAMONTINA,TRA5086,ACOPLE RAPIDO PARA MANGUERA DE 1/2,PESOS,"324,75"
TRAMONTINA,TRA5080,ACOPLE RAPIDO PARA MANGUERA DE 3/4,PESOS,"1222,6"
,G20503,"ACOPLE RÁPIDO ESTÁNDAR PLASTICO DE 1""",,"693,52"
,G20501,"ACOPLE RÁPIDO ESTÁNDAR PLASTICO DE 1/2""",,"475,56"
,G20502,"ACOPLE RÁPIDO ESTÁNDAR PLASTICO DE 3/4""",,"570,72"
,G20504,"ACOPLE RÁPIDO PROFESIONAL PLAST/METAL DE 1/2""",,"517,26"
,G20505,"ACOPLE RÁPIDO PROFESIONAL PLAST/METAL DE 3/4""",,"620,66"
PERROTTA,PER103,ADAPT. TIPO DESTORNILLADOR PLANA ANCHA 148,PESOS,"3599,63"
BIASSONI.,BIA720,ADAPTADOR ALTO IMPACTO   1/2 H X 3/4 M,PESOS,"4143,33"
BIASSONI.,BIA4812,ADAPTADOR ALTO IMPACTO   3/4 H X 1/2 M,PESOS,"6312,97"
BIASSONI.,BIA481,ADAPTADOR ALTO IMPACTO  3/4 H X 1 M,PESOS,"7269,52"
BIASSONI.,BIA4759,"ADAPTADOR ALTO IMPACTO 1"" H X 3/4"" M",PESOS,"9574,54"
KENT.,KEN12,ADAPTADOR BORDEADORA,PESOS,"147,74"
ADAPTADORES PARA PICOS DE CANI,ADA03_ML,ADAPTADOR BRONCE CROMADO P/PICO CANILLA F,PESOS,"313,9"
ADAPTADORES PARA PICOS DE CANI,ADA02_ML,ADAPTADOR BRONCE CROMADO P/PICO PEIRANO,PESOS,"393,95"
ADAPTADORES PARA PICOS DE CANI,ADA01_ML,ADAPTADOR BRONCE CROMADO P/PICO PIAZZA,PESOS,"624,61"
ALIGAS.,ALI13,ADAPTADOR DE 1/2 A 3/8 R/MACHO. NÂº35,PESOS,"756,56"
ALIGAS.,ALI16,ADAPTADOR DE 3/8 A 1/2 R/HEMBRA.  NÂº68,PESOS,"722,76"
TECNOCOM,TEM2305_SA,ADAPTADOR DE CANILLA MULTIPLE 1/2-3/4,PESOS,"48,96"
REPUESTOS ARTICULOS BROGAS,02.ADA0001_BR,ADAPTADOR DE MICROGARRAFA A GARRAFA 10KG 7/8 X 3/8,PESOS,"89,21"
VULCANO,VUL175,ADAPTADOR HIDRAULICO,PESOS,"1771,08"
O. V. CAM  CAMARA DE INSPECCIO,7060_ML,ADAPTADOR P/ARO DE GOMA 110 MM,PESOS,"322,3"
DIAMANTEC. DOLARIZADO,IAM2,"ADAPTADOR P/BROCAS C/ROSCA TIPO ""M"" Y ""V""",DOLARIZADO,"252,07"
CORTAMAX,COR3536_SA,ADAPTADOR P/DISCO DE GOMA,PESOS,"1067,5"
F.B.,F.B4003_SA,ADAPTADOR P/GARRAFA DE 10 A 3KG.,PESOS,"827,04"
F.B.,F.B4002_SA,ADAPTADOR P/GARRAFA DE 3 A 10 KG.,PESOS,"914,24"
BREMEN DOLARIZADO.,BRE5831,ADAPTADOR P/IMPACTO 1/2 HEMBRA 3/8 MACHO,DOLARIZADO,"10,41"
ALIGAS.,ALI12,ADAPTADOR P/MANGUERA DE 1/2  NÂº37,PESOS,"516,36"
ALIGAS.,ALI38,ADAPTADOR P/MANGUERA DE 3/8  NÂº36,PESOS,"458,88"
BREMEN DOLARIZADO.,BRE3069,ADAPTADOR P/TALADRO SDS A MANDRIL 1/2X20,DOLARIZADO,"3,58"
ARTÍCULOS PARA CARTUCHO DESCAR,463_BR,ADAPTADOR PARA CARTUCHO 250GRS. PULGLINEA MINIPULG,PESOS,"1341,33"
SABELCORT,SAB0025_SA,ADAPTADOR VESA 400X600MM,PESOS,"7673,2"
FORTEX.,FOR1,ADHESIVO DE CONTACTO NÂº101   1 LT,PESOS,"3182,56"
FORTEX.,FOR11,ADHESIVO DE CONTACTO NÂº101   1 LT  S/TOLUE,PESOS,"4126,4"
FORTEX.,FOR4,ADHESIVO DE CONTACTO NÂº101   4 LT,PESOS,"11306,05"
FORTEX.,FOR14,ADHESIVO DE CONTACTO NÂº101   4 LT  S/TOLUE,PESOS,"14290,43"
FORTEX.,FOR10,ADHESIVO DE CONTACTO NÂº101  10 LT,PESOS,"25935,71"
FORTEX.,FOR110,ADHESIVO DE CONTACTO NÂº101  10 LT  S/TOLUE,PESOS,"33852,64"
FORTEX.,FOR18,ADHESIVO DE CONTACTO NÂº101  18 LT,PESOS,"44401,24"
FORTEX.,FOR118,ADHESIVO DE CONTACTO NÂº101  18 LT  S/TOLUE,PESOS,"58387,7"
FORTEX.,FOR50,ADHESIVO DE CONTACTO NÂº101  50 CC,PESOS,"582,76"
FORTEX.,FOR150,ADHESIVO DE CONTACTO NÂº101  50 CC     S/TOLU,PESOS,"648,26"
FORTEX.,FOR125,ADHESIVO DE CONTACTO NÂº101 125 CC 1/8,PESOS,"787,67"
FORTEX.,FOR1125,ADHESIVO DE CONTACTO NÂº101 125 CC 1/8 S/TOLU,PESOS,"893,47"
