descmarca,producto,descrip,claseprod,preciosiva
BARBERO,BAR0035_SA,TORNILLO P/MORSA FIJA Nº 5 412X24MM.,PESOS,"11955,2"
BARBERO,BAR0036_SA,TORNILLO P/MORSA FIJA Nº 6 465X24MM.,PESOS,"12526,46"
BARBERO,BAR0037_SA,TORNILLO P/MORSA FIJA Nº 7/8 485X24MM.,PESOS,"13081,56"
LIN,LIN2002_SA,TORNILLO P/PICO DE LORO BHACO Y OTRASC X 5U.,PESOS,0
LIN,LIN2001_SA,TORNILLO P/PICO DE LORO GHERADI Y OTRAS X 5U.,PESOS,0
LIN,LIN2003_SA,TORNILLO P/PICO DE LORO PEUGEOT Y OTRAS X 5U.,PESOS,0
LIN.,LIN1931,TORNILLO P/PICOLORO BHACO Y OTRAS,PESOS,"311,57"
LIN.,LIN1930,TORNILLO P/PICOLORO GHERARDI Y OTRAS,PESOS,"311,57"
LIN.,LIN1932,TORNILLO P/PICOLORO PEUGEOT Y OTRAS,PESOS,"311,57"
TORNILLOS VARIOS DE BRONCE,TV13_ML,TORNILLO P/SOPORTE ASIENTO PLASTIVERSAL,PESOS,"340,92"
NUDO.,NUD001,TORNILLO P/TIJERA NÂº1 EL PAR,PESOS,"398,19"
NUDO.,NUD002,TORNILLO P/TIJERA NÂº2 EL PAR,PESOS,"531,83"
NUDO.,NUD003,TORNILLO P/TIJERA NÂº3 EL PAR,PESOS,"668,2"
TORNILLOS VARIOS DE BRONCE,TV19_ML,TORNILLO P/VOLANTE PIAZZA JUEGO MODERNO,PESOS,"20,49"
TORNILLOS VARIOS DE BRONCE,TV16_ML,TORNILLO PARA ESCURRIDOR PILETA (JUEGO),PESOS,"244,77"
SIFOLIMP,SIF0002_SA,TORNILLO PARA INODOROS -JUEGO,PESOS,"210,88"
GHERARDI.,GHE0,TORNILLO PICO LORO.,PESOS,"403,69"
TRES MATUNGOS.,TRE1,TORNILLO TIJERA CORTA CERCO.,PESOS,"698,1"
GHERARDI.,GHE00,TORNILLO TIJERA DE PODAR.,PESOS,"380,46"
FISCHER.,FIS1835,TORNILLO ZINC.P/MADERA TZ 18 X 35  X 100 UNID,PESOS,"337,72"
FISCHER.,FIS1920,TORNILLO ZINC.P/MADERA TZ 19 X 20  X 100 UNID,PESOS,"285,91"
FISCHER.,FIS1930,TORNILLO ZINC.P/MADERA TZ 19 X 30  X 100 UNID,PESOS,"360,86"
FISCHER.,FIS2020,TORNILLO ZINC.P/MADERA TZ 20 X 20  X 100 UNID,PESOS,"343,53"
FISCHER.,FIS2025,TORNILLO ZINC.P/MADERA TZ 20 X 25  X 100 UNID,PESOS,"386,3"
FISCHER.,FIS2035,TORNILLO ZINC.P/MADERA TZ 20 X 35  X 100 UNID,PESOS,"500,84"
FISCHER.,FIS2140,TORNILLO ZINC.P/MADERA TZ 21 X 40  X 100 UNID,PESOS,"674,33"
FISCHER.,FIS2145,TORNILLO ZINC.P/MADERA TZ 21 X 45  X 100 UNID,PESOS,"729,86"
FISCHER.,FIS2150,TORNILLO ZINC.P/MADERA TZ 21 X 50  X 100 UNID,PESOS,"809,62"
FISCHER.,FIS2240,TORNILLO ZINC.P/MADERA TZ 22 X 40  X 100 UNID,PESOS,"795,73"
FISCHER.,FIS2360,TORNILLO ZINC.P/MADERA TZ 23 X 60  X 100 UNID,PESOS,"1615,3"
FISCHER.,FIS3820,TORNILLO ZINC.PHILLIPS TMF 18 X 20  X 100 UNI,PESOS,"294,46"
FISCHER.,FIS3825,TORNILLO ZINC.PHILLIPS TMF 18 X 25  X 100 UNI,PESOS,"367,79"
FISCHER.,FIS3920,TORNILLO ZINC.PHILLIPS TMF 19 X 20  X 100 UNI,PESOS,"388,85"
FISCHER.,FIS3925,TORNILLO ZINC.PHILLIPS TMF 19 X 25  X 100 UNI,PESOS,"463,12"
FISCHER.,FIS3030,TORNILLO ZINC.PHILLIPS TMF 20 X 30  X 100 UNI,PESOS,"641,24"
FISCHER.,FIS3040,TORNILLO ZINC.PHILLIPS TMF 20 X 40  X 100 UNI,PESOS,"788,32"
FISCHER.,FIS3250,TORNILLO ZINC.PHILLIPS TMF 22 X 50  X 100 UNI,PESOS,"4614,83"
CAMILLO.,CAM0,TORNILLO. EL PAR,PESOS,"621,46"
CL-,CL-2260,TORNILLOS P/INODORO Y BIDE 22 X 60 X 100 UN,PESOS,"18339,84"
CL-,CL-2270,TORNILLOS P/INODORO Y BIDE 22 X 70 X 100 UN,PESOS,"18510,34"
CL-,CL-2280,TORNILLOS P/INODORO Y BIDE 22 X 80 X 100 UN,PESOS,"19904,26"
HUALA.,HUA9998,TORNILLOS P/TIJERA 450 EL PAR,PESOS,"2392,38"
HUALA.,HUA9997,TORNILLOS P/TIJERA 900 EL PAR + PLANCHUELA,PESOS,"8467,97"
TORNIQUETES,TOR37,"TORNILLOS PARA ALAMBRE 3/8  X 7""",PESOS,"349,71"
TORNIQUETES,TOR38,"TORNILLOS PARA ALAMBRE 3/8  X 8""",PESOS,"380,3"
TORNIQUETES,TOR516,"TORNILLOS PARA ALAMBRE 5/16 X 7""",PESOS,"254,92"
TORNIQUETES,TOR518,"TORNILLOS PARA ALAMBRE 5/16 X 8""",PESOS,"281,36"
VICAHI,VIC387,"TORNILLOS PARA ALAMBRE C/ TUERCA 3/8  X 7""",PESOS,271
VICAHI,VIC388,"TORNILLOS PARA ALAMBRE C/ TUERCA 3/8  X 8""",PESOS,"298,69"
VICAHI,VIC5167,"TORNILLOS PARA ALAMBRE C/ TUERCA 5/16  X 7""",PESOS,"190,66"
VICAHI,VIC5168,"TORNILLOS PARA ALAMBRE C/ TUERCA 5/16  X 8""",PESOS,"209,74"
REPUESTOS PARA DEPOSITO MOCHIL,FER20_ML,TORNILLOS PLASTICOS NYLON P/ MOCHILA (JUEGO),PESOS,"249,48"
REPUESTOS PARA DEPOSITO MOCHIL,FER69_ML,TORNILLOS PLASTICOS POLIPROPILENO P/MOCHILA(JUEGO),PESOS,"218,06"
TORNIQUETES,TOR2,TORNIQUETE DOBLE PINTADO,PESOS,"3722,29"
TORNIQUETES,TOR12,TORNIQUETE DOBLE REFORZADO PINTADO,PESOS,"4498,5"
TORNIQUETES,TOR51,TORNIQUETE NÂº5 TV MICRO ZINCADO,PESOS,"641,07"
TORNIQUETES,TOR5,TORNIQUETE NÂº5 TV REFORZADO ZINCADO,PESOS,"758,74"
TORNIQUETES,TOR1,TORNIQUETE NÂº5 TV ZINCADO,PESOS,"329,84"
TORNIQUETES,TOR06,TORNIQUETE NÂº6 REFORZADO PINTADO,PESOS,"1411,3"
TORNIQUETES,TOR6,TORNIQUETE NÂº6 REFORZADO ZINCADO,PESOS,"1607,74"
TORNIQUETES,TOR065,TORNIQUETE NÂº6 ZINCADO REFORZADO,PESOS,"673,5"
TORNIQUETES,TOR7,TORNIQUETE NÂº7  REFORZADO ZINCADO,PESOS,"1172,26"
TORNIQUETES,TOR17,TORNIQUETE NÂº7 ZINCADO,PESOS,"509,61"
TORNIQUETES,TOR08,TORNIQUETE NÂº8  REFORZADO PINTADO,PESOS,"1554,25"
TORNIQUETES,TOR8,TORNIQUETE NÂº8 PINTADO,PESOS,"651,1"
FISCHER.,FIS9126,TOTEM SANITIZADOR,PESOS,"95066,87"
BUBIGOM,BUB0020_SA,TRABA DE GOMA PARA PUERTA,PESOS,342
BUBIGOM,BUB0021_SA,TRABA DE PVC PAR PUERTA,PESOS,"348,74"
GAN-MAR.,GAN9953,TRABA DE SEGURIDAD P/CABRESTANTE MANUAL,PESOS,"8067,31"
CORVEX,COV0102_SA,TRABA P/CORTINA X 12PARES,PESOS,"13201,1"
FISCHER.,FIS0216,TRABA PUERTA COMPLETA S 6 DS BLANCO X 5,PESOS,"1851,13"
FISCHER.,FIS0226,TRABA PUERTA COMPLETA S 6 DS GRIS X 5,PESOS,"1851,13"
TOPES PARA PUERTA  (AGUJERO 6,M 14_PI,TRABA PUERTA GOMA -  CUÑA x unidad,PESOS,118
BIOZEN,BIO201,TRAJE P/LLUVIA AMARILLO   M PANTALON CHAQUETA,PESOS,"16,8"
BIL-VEX DOLARIZADO,BIL202,TRAJE P/LLUVIA AMARILLO  L    T/JARDINERO,DOLARIZADO,"32,56"
BIOZEN,BIO202,TRAJE P/LLUVIA AMARILLO  L PANTALON CHAQUETA,PESOS,"16,8"
BIL-VEX DOLARIZADO,BIL201,TRAJE P/LLUVIA AMARILLO  M    T/JARDINERO,DOLARIZADO,"32,56"
BIL-VEX DOLARIZADO,BIL203,TRAJE P/LLUVIA AMARILLO  XL   T/JARDINERO,DOLARIZADO,"32,56"
BIOZEN,BIO203,TRAJE P/LLUVIA AMARILLO  XL PANTALON CHAQUETA,PESOS,"16,8"
BIL-VEX DOLARIZADO,BIL204,TRAJE P/LLUVIA AMARILLO  XXL  T/JARDINERO,DOLARIZADO,"32,56"
BIOZEN,BIO204,TRAJE P/LLUVIA AMARILLO  XXL PANTALON CHAQUE,PESOS,"16,8"
BIOZEN,BIO205,TRAJE P/LLUVIA AMARILLO  XXXL PANTALON CHAQUE,PESOS,"16,8"
BIL-VEX DOLARIZADO,BIL205,TRAJE P/LLUVIA AMARILLO  XXXL T/JARDINERO,DOLARIZADO,"32,56"
BIL-VEX DOLARIZADO,BIL212,TRAJE P/LLUVIA AZUL      L    T/JARDINERO,DOLARIZADO,"32,56"
BIL-VEX DOLARIZADO,BIL211,TRAJE P/LLUVIA AZUL      M    T/JARDINERO,DOLARIZADO,"32,56"
BIL-VEX DOLARIZADO,BIL213,TRAJE P/LLUVIA AZUL      XL   T/JARDINERO,DOLARIZADO,"32,56"
BIL-VEX DOLARIZADO,BIL214,TRAJE P/LLUVIA AZUL      XXL  T/JARDINERO,DOLARIZADO,"32,56"
BIL-VEX DOLARIZADO,BIL215,TRAJE P/LLUVIA AZUL      XXXL T/JARDINERO,DOLARIZADO,"32,56"
BIL-VEX DOLARIZADO,BIL222,TRAJE P/LLUVIA VERDE     L    T/JARDINERO,DOLARIZADO,"32,56"
BIL-VEX DOLARIZADO,BIL221,TRAJE P/LLUVIA VERDE     M    T/JARDINERO,DOLARIZADO,"32,56"
BIL-VEX DOLARIZADO,BIL223,TRAJE P/LLUVIA VERDE     XL   T/JARDINERO,DOLARIZADO,"32,56"
BIL-VEX DOLARIZADO,BIL224,TRAJE P/LLUVIA VERDE     XXL  T/JARDINERO,DOLARIZADO,"32,56"
BIL-VEX DOLARIZADO,BIL225,TRAJE P/LLUVIA VERDE     XXXL T/JARDINERO,DOLARIZADO,"32,56"
MATARAT,RAT2,TRAMPA CHAPA METALICA LAUCHA,PESOS,"244,45"
MATARAT,RAT4,TRAMPA CHAPA METALICA RATA,PESOS,"442,22"
VARIOS,VAR0046_SA,TRAMPA JAULA RECTANG P/LAUCHA,PESOS,1125
VARIOS,VAR0047_SA,TRAMPA JAULA RECTANGULAR ECO RATA,PESOS,1800
MATARAT,RAT6,TRAMPA JAULA RECTANGULAR LAUCHA,PESOS,"1386,32"
MATARAT,RAT5,TRAMPA JAULA RECTANGULAR RATA,PESOS,"2276,05"
MATARAT,RAT16,TRAMPA JAULA REDONDA LAUCHA,PESOS,"1179,53"
MATARAT,RAT15,TRAMPA JAULA REDONDA RATA,PESOS,"1999,4"
MATARAT,RAT1,TRAMPA MADERA LAUCHA,PESOS,"225,43"
MATARAT,RAT3,TRAMPA MADERA RATA,PESOS,"407,93"
GAMAX.,GAM4,TRAMPA P/CUIS LISA NÂº5,PESOS,"3809,22"
GAMAX.,GAM6,TRAMPA P/NUTRIA DENTADA NÂº2,PESOS,"4999,61"
GAMAX.,GAM7,TRAMPA P/NUTRIA LISA NÂº2,PESOS,"4285,37"
GAMAX.,GAM10,TRAMPA P/ZORRO DENTADA NÂº3,PESOS,"6666,13"
GAMAX.,GAM11,TRAMPA P/ZORRO LISA NÂº3,PESOS,"5594,79"
COYOTE,COY1,TRAMPERA LAUCHA,PESOS,"202,76"
COYOTE,COY2,TRAMPERA RATA,PESOS,"304,12"
C-LED,CLE12,TRANSFORMADOR 220 VOLT 12 VOLT,PESOS,"1316,45"
PLASTIMET,PLA2550,TRICOFLEX ACERO-AL 25X50 ALIMENTO ANTIESTATIC,PESOS,"96127,42"
PLASTIMET,PLA6323,TRICOFLEX ACERO-AL 32X30 ALIMENTO ANTIESTATIC,PESOS,"62584,88"
PLASTIMET,PLA6382,TRICOFLEX ACERO-AL 38X20 ALIMENTO ANTIESTATIC,PESOS,"52256,21"
PLASTIMET,PLA6385,TRICOFLEX ACERO-AL 38X25 ALIMENTO ANTIESTATIC,PESOS,"65320,26"
PLASTIMET,PLA6830,TRICOFLEX ACERO-AL 38X30 ALIMENTO ANTIESTATIC,PESOS,"80718,34"
PLASTIMET,PLA6330,TRICOFLEX ACERO-AL 63X30 ALIMENTO ANTIESTATIC,PESOS,"196337,44"
PLASTIMET,PLA6763,TRICOFLEX ACERO-AL 76X30 ALIMENTO ANTIESTATIC,PESOS,"256468,1"
PLASTIMET,PLA3230,TRICOFLEX AL  32X30 ALIMENTO,PESOS,"52056,65"
PLASTIMET,PLA3830,TRICOFLEX AL  38X30 ALIMENTO,PESOS,"61062,92"
PLASTIMET,PLA1930,TRICOFLEX RA  19X30 RESISTENTE ABRASION,PESOS,"14912,63"
PLASTIMET,PLA2530,TRICOFLEX RA  25X30 RESISTENTE ABRASION,PESOS,"21181,25"
PLASTIMET,PLA383,TRICOFLEX RA  38X30 RESISTENTE ABRASION,PESOS,"27408,62"
PLASTIMET,PLA4030,TRICOFLEX RA  40X30 RESISTENTE ABRASION,PESOS,"29816,09"
PLASTIMET,PLA5030,TRICOFLEX RA  50X30 RESISTENTE ABRASION,PESOS,"37336,6"
PLASTIMET,PLA633,TRICOFLEX RA  63X30 RESISTENTE ABRASION,PESOS,"44059,22"
PLASTIMET,PLA2320,TRICOFLEX RA 203X20 RESISTENTE ABRASION,PESOS,"237883,68"
ASSISIT DOLARIZADO,ASS4500,TRINCHETA PESADA DE ALUMINIO 5 HOJAS TRAPEZOI,DOLARIZADO,"14,75"
ASSISIT DOLARIZADO,ZC-4500,TRINCHETA PESADA DE ALUMINIO 5 HOJAS TRAPEZOI,DOLARIZADO,"11,31"
BARBIERI DOLARIZADO,RBI252,TRIPA PARA VIBRADOR ELECT.ZN50M,DOLARIZADO,"280,61"
PERROTTA,PER84,"TUBO ALLEN  4 MM ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER85,"TUBO ALLEN  5 MM ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER86,"TUBO ALLEN  6 MM ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER086,"TUBO ALLEN  6 MM ENC. 1/2"" LARGO   NÂ°071",PESOS,"2303,77"
PERROTTA,PER87,"TUBO ALLEN  7 MM ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER087,"TUBO ALLEN  7 MM ENC. 1/2"" LARGO   NÂ°071",PESOS,"2303,77"
PERROTTA,PER88,"TUBO ALLEN  8 MM ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER088,"TUBO ALLEN  8 MM ENC. 1/2"" LARGO   NÂ°071",PESOS,"2303,77"
PERROTTA,PER89,"TUBO ALLEN  9 MM ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER8112,"TUBO ALLEN 1/2""  ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER8114,"TUBO ALLEN 1/4""  ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER810,"TUBO ALLEN 10 MM ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER0810,"TUBO ALLEN 10 MM ENC. 1/2"" LARGO   NÂ°071",PESOS,"2303,77"
PERROTTA,PER811,"TUBO ALLEN 11 MM ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER812,"TUBO ALLEN 12 MM ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER0812,"TUBO ALLEN 12 MM ENC. 1/2"" LARGO   NÂ°071",PESOS,"2303,77"
PERROTTA,PER813,"TUBO ALLEN 13 MM ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER814,"TUBO ALLEN 14 MM ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER817,"TUBO ALLEN 17 MM ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER819,"TUBO ALLEN 19 MM ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER8316,"TUBO ALLEN 3/16"" ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER834,"TUBO ALLEN 3/4""  ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER838,"TUBO ALLEN 3/8""  ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER8516,"TUBO ALLEN 5/16"" ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER858,"TUBO ALLEN 5/8""  ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER8716,"TUBO ALLEN 7/16"" ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER8916,"TUBO ALLEN 9/16"" ENC. 1/2""   NÂ°071",PESOS,"1727,82"
PERROTTA,PER2740,TUBO AMORTIGUADOR GACEL,PESOS,"2683,37"
TECNOCOM,TEM0047_SA,TUBO APTO HIDROCARBURO 4 X 7,DOLARIZADO,"24,22"
TECNOCOM,TEM0058_SA,TUBO APTO HIDROCARBURO 5X8,DOLARIZADO,"29,76"
TECNOCOM,TEM0068_SA,TUBO APTO HIDROCARBURO 6 X 8,DOLARIZADO,"21,4"
TECNOCOM,TEM0610_SA,TUBO APTO HIDROCARBURO 6X10,DOLARIZADO,"47,16"
TECNOCOM,TEM0069_SA,TUBO APTO HIDROCARBURO 6X9,DOLARIZADO,"33,28"
PERROTTA,PER178,"TUBO CUADRADO  8 MM. ENC. 1/2""",PESOS,"2120,51"
PERROTTA,PER1710,"TUBO CUADRADO 10 MM. ENC. 1/2""",PESOS,"2120,51"
PERROTTA,PER1712,"TUBO CUADRADO 12 MM. ENC. 1/2""",PESOS,"2120,51"
PERROTTA,PER1713,"TUBO CUADRADO 13 MM. ENC. 1/2""",PESOS,"2120,51"
REPUESTOS DE FAROLES,00.TUBO0002_BR,TUBO DE VIDRIO NRO.4 COMUN,PESOS,"1321,69"
REPUESTOS DE FAROLES,02.TUBO0003_BR,TUBO DE VIDRIO NRO.5,PESOS,"1006,12"
REPUESTOS DE FAROLES,462_BR,TUBO DE VIDRIO PULGLINEA MINIPULG,PESOS,"847,4"
REPUESTOS DE FAROLES,02.TUBO0001_BR,TUBO DE VIDRIO REPUESTO GL-11,PESOS,"1227,47"
PERROTTA,PER100,"TUBO DESTORNILLADOR PALA ANCHA PA ENC. 1/2""",PESOS,"4031,6"
PERROTTA,PER101,"TUBO DESTORNILLADOR PHILLIPS P3 ENC. 1/2""",PESOS,"3599,63"
PERROTTA,PER102,"TUBO DESTORNILLADOR PHILLIPS P4 ENC. 1/2""",PESOS,"3599,63"
REPUESTOS DE FAROLES,02.TUBO0002_BR,TUBO JACKSON,PESOS,"827,8"
NE DOLARIZADO.,NOV129,TUBO LED   9W 6500K 26 X   600 MM 220V,DOLARIZADO,"3,83"
NE DOLARIZADO.,nov1218,TUBO LED 18W 6500K 26 X 1200 MM 220V,DOLARIZADO,"4,48"
NE DOLARIZADO.,nov1245,TUBO LED 45W 6500K 26 X 2380 MM 220V,DOLARIZADO,"35,77"
TUBOS Y CUPLAS PARA SOLDAR,TM01_ML,TUBO MACHO BCE. 1/2  LIVIANO P/SOLDAR,PESOS,"330,67"
TUBOS Y CUPLAS PARA SOLDAR,TM02_ML,TUBO MACHO BCE. 1/2 REFORZADO P/SOLDAR,PESOS,"382,95"
TUBOS Y CUPLAS PARA SOLDAR,TM03_ML,TUBO MACHO BCE. 3/4 REFORZADO P/SOLDAR,PESOS,"468,89"
PERROTTA,PER254,TUBO NÂº254 MULTIDENT 12 T/CIL GACEL F.SIERRA,PESOS,"2591,73"
PERROTTA,PER257,TUBO NÂº257 HEMBRA ESTRIADA T/CILIN TAUNUS GH,PESOS,"2905,89"
PERROTTA,PER264,TUBO NÂº264 HEMBRA ESTRIADA T/CILIN DEUTZ.,PESOS,"3455,66"
PERROTTA,PER270,TUBO NÂº270 MULTIDENT  8 TRANSMISION GACEL.,PESOS,"2591,73"
PERROTTA,PER271,TUBO NÂº270 MULTIDENT LARGO 8 TRANSM GACEL,PESOS,"3599,63"
PERROTTA,PER305,TUBO NÂº305 MULTIDENT 10 T/CIL AUDI BMW M BEN,PESOS,"2748,82"
PERROTTA,PER330,TUBO NÂº330 D RIBE 14 X  75 DUNA DUCATO WEEKE,PESOS,"3455,66"
PERROTTA,PER3301,TUBO NÂº330 P TORX 55 X 150 CLIO LAGUNA PEUGE,PESOS,"3455,66"
PERROTTA,PER3302,TUBO NÂº330 T RIBE 12 X 150 TEMPRA Y TIPO,PESOS,"3455,66"
PERROTTA,PER363,TUBO NÂº363,PESOS,"24857,08"
PERROTTA,PER424,TUBO NÂº424 TORX HEMBRA 12 T/CIL CLIO.,PESOS,"2591,73"
PERROTTA,PER429,TUBO NÂº429 TORX 70 T/CIL FIESTA MONDEO DISEL,PESOS,"3599,63"
PERROTTA,PER432,TUBO NÂº432 RIBE 12 X  75 TEMPRA Y TIPO,PESOS,"3599,63"
PERROTTA,PER433,TUBO NÂº433 TORX HEMBRA 10 BULON BIELA FIESTA,PESOS,"2591,73"
PERROTTA,PER441,TUBO NÂº441 TORX 60 T/CIL DUCATO DISEL.,PESOS,"3455,66"
PERROTTA,PER446,TUBO NÂº446 TORX HEMBRA 14 T/CIL CHEVROLET.,PESOS,"2591,73"
PERROTTA,PER452,TUBO NÂº452 TORX HEMBRA  8 BISAGRA DE PUERTA.,PESOS,"2591,73"
PERROTTA,PER469,TUBO NÂº469 TORX HEMBRA 16 T/CIL,PESOS,"2591,73"
VITALGAS,VIT2999_SA,TUBO P/FAROL,PESOS,"1648,02"
PERROTTA,PER1481,TUBO TORX 20  NÂº1  148 E1,PESOS,"3599,63"
PERROTTA,PER1482,TUBO TORX 30  NÂº2  148 E2,PESOS,"3599,63"
PERROTTA,PER1483,TUBO TORX 40  NÂº3  148 E3,PESOS,"3599,63"
PERROTTA,PER1484,TUBO TORX 45  NÂº4  148 E4,PESOS,"3599,63"
PERROTTA,PER1485,TUBO TORX 50  NÂº5  148 E5,PESOS,"3599,63"
PERROTTA,PER1486,TUBO TORX 55  NÂº6  148 E6,PESOS,"3599,63"
ENTREROSCAS PARA FLOTANTES,ENT04_ML,TUERCA 1/2 PARA ENTREROSCA DE FLOTANTE,PESOS,"205,73"
TUERCAS DE BRONCE,TU3/16_ML,TUERCA 3/16 P/VÁLVULA DE CANILLA,PESOS,"31,17"
ENTREROSCAS PARA FLOTANTES,ENT03_ML,TUERCA 3/8 PARA ENTREROSCA DE FLOTANTE,PESOS,"186,52"
TUERCAS DE BRONCE,TU5/32_ML,TUERCA 5/32 P/TORNILLO FRANKLIN,PESOS,"54,1"
REPUESTOS PARA DEPOSITO MOCHIL,FER22_ML,TUERCA AJUSTE P/CODO CORTO,PESOS,"96,12"
REPUESTOS PARA DEPOSITO MOCHIL,FER23_ML,TUERCA AJUSTE P/CODO LARGO,PESOS,"174,59"
REPUESTOS PARA DEPOSITO MOCHIL,FER24_ML,TUERCA AJUSTE P/DESCARGA TIPO F,PESOS,"1920,5"
REPUESTOS PARA DEPOSITO MOCHIL,FER55_ML,TUERCA CON GUARNICION P/CODO TIPO C,PESOS,"108,23"
M.A.F.O.,MAF16,TUERCA DE ROCIAR,PESOS,"104,75"
REPUESTOS PARA BOTON FRANKLIN,RBO04_ML,TUERCA EXTERIOR P/BOTÓN PLASTICO,PESOS,"45,84"
REPUESTOS PARA BOTON FRANKLIN,RBO03_ML,TUERCA INTERIOR P/BOTÓN PLASTICO,PESOS,"45,84"
BOTONES DE BRONCE PARA DEPOSIT,BBCE09_ML,TUERCA INTERNA PARA BOTÓN DE BRONCE,PESOS,"206,6"
BARBERO.,BAR20,TUERCA MORSA NÂº0,PESOS,"2017,44"
BARBERO.,BAR21,TUERCA MORSA NÂº1,PESOS,"2056,14"
BARBERO.,BAR22,TUERCA MORSA NÂº2,PESOS,"3307,77"
BARBERO.,BAR23,TUERCA MORSA NÂº3 - NÂº4,PESOS,"5910,98"
BARBERO.,BAR25,TUERCA MORSA NÂº5 - NÂº6 - NÂº7 - NÂº8,PESOS,"8722,49"
MOTORMECH.,APE040,TUERCA P/AMOLADORA DERECHA,PESOS,"1314,71"
MOTORMECH.,APE030,TUERCA P/AMOLADORA IZQUIERDA,PESOS,"1314,71"
BOTONES DE BRONCE PARA DEPOSIT,BBCE03_ML,TUERCA P/BOTÓN BCE. CROMADA CORTA,PESOS,"427,34"
BOTONES DE BRONCE PARA DEPOSIT,BBCE04_ML,TUERCA P/BOTÓN BCE. CROMADA EXTRA LARGA,PESOS,"873,06"
BOTONES DE BRONCE PARA DEPOSIT,BBCE06_ML,TUERCA P/BOTÓN BCE. CROMADA LARGA,PESOS,"546,04"
BARBERO,BAR0011_SA,TUERCA P/MORSA FIJA Nº 1,PESOS,"2333,56"
BARBERO,BAR0012_SA,TUERCA P/MORSA FIJA Nº 2,PESOS,"3754,52"
BARBERO,BAR0013_SA,TUERCA P/MORSA FIJA Nº 3,PESOS,"6707,84"
BARBERO,BAR0014_SA,TUERCA P/MORSA FIJA Nº 4,PESOS,"6707,84"
BARBERO,BAR0015_SA,TUERCA P/MORSA FIJA Nº 5,PESOS,"9900,08"
BARBERO,BAR0016_SA,TUERCA P/MORSA FIJA Nº 6,PESOS,"9900,08"
BARBERO,BAR0017_SA,TUERCA P/MORSA FIJA Nº 7/8,PESOS,"9900,08"
LIN,LIN1000_SA,TUERCA PARA AMOLADORA,PESOS,"749,7"
LIN.,LIN14,TUERCA PARA AMOLADORA ANGULAR.,PESOS,"747,78"
LIN.,LIN15,TUERCA PARA CEPILLO COPA,PESOS,"816,02"
LIN,LIN1001_SA,TUERCA PARA PULIDORA,PESOS,"749,7"
LIN.,LIN13,TUERCA PARA PULIDORA ANGULAR.,PESOS,"747,78"
REPUESTOS PARA DEPOSITO MOCHIL,FER80_ML,TUERCA PLASTICA  3/8 P/VÁLVULA ADMISIÓN,PESOS,"37,39"
REPUESTOS PARA DEPOSITO MOCHIL,FER81_ML,TUERCA PLASTICA 1/2 P/VÁLVULA ADMISIÓN,PESOS,"37,39"
POP-ARGENRAP,POP9014,"TUERCA REMACHABLE ACERO ANCHA 1/4""",PESOS,"26441,43"
POP-ARGENRAP,POP9516,"TUERCA REMACHABLE ACERO ANCHA 5/16""",PESOS,"18647,14"
POP-ARGENRAP,POP961,TUERCA REMACHABLE ACERO M6 X 1.00  X 500 UNID,PESOS,"26465,45"
POP-ARGENRAP,POP9812,TUERCA REMACHABLE ACERO M8 X 1.25  X 250 UNID,PESOS,"17538,49"
POP-ARGENRAP,POP9005,TUERCA REMACHABLE ALUM. ANCHA M5 X 0.8 X1000,PESOS,"49342,69"
POP-ARGENRAP,POP9006,TUERCA REMACHABLE ALUM. ANCHA M6 X 1.8 X500,PESOS,"31729,63"
POP-ARGENRAP,POP9008,TUERCA REMACHABLE ALUM. ANCHA M8 X 1.25 X250,PESOS,"21139,85"
POP-ARGENRAP,POP6913,"TUERCA REMACHE ACERO ANCHA M5 (6,9-13) X1000U",PESOS,"22359,51"
POP-ARGENRAP,POP8914,"TUERCA REMACHE ACERO ANCHA M6 8,9X14,5 X 500U",PESOS,"13871,18"
